ENERC;CHOAVL;FAT;PROT;FIBC;STARCH;SUGAR;FASAT;NACL
638.47;0;9.56;16.75;0;0;0;1.8843;132.50
1353.67;0.200;29.170;15.94;0;0;0.200;7.7228;135.04
191.38;0.400;0.03;10.79;0;0;0.400;0;356.72
605.18;0.410;9.240;12.88;0;0;0.410;2.8797;281.35
509.38;0;4.344;20.51;0;0;0;0.8568;1902.65
1004.92;0;19.720;17.27;0;0;0;4.7952;1760.67
561.35;0.300;9.240;12.61;0;0;0.300;2.4095;281.35
1161.69;16.036;17.8;13.5;0;0;16.036;2.6192;3498.40
748.21;0;15.1;11.09;0;0;0;1.8277;3166.11
584.20;0;4.90;23.70;0;0;0;1.2560;119.76
32.90;0;0.200;1.50;0;0;0;0;180.91
359.50;2.000;1.400;16.10;0;2.00;0;0.2;186.00
352.40;0;1.300;17.90;0;0;0;0.3000;924.92
348.83;0;0.79;18.80;0;0;0;0.1810;754.21
684.64;1.998;8.986;15.77;0;0;1.998;1.7712;4068.86
817.23;0;13.500;18.69;0;0;0;2.5934;109.56
13.33;0.300;0.080;0.31;0;0;0.3;0;0.51
1.02;0;0;0.06;0;0;0;0;0.76
178.18;4.100;0;0.38;0;0;4.100;0;8.41
168.72;2.400;0;0.50;0;0;2.400;0;5.10
283.87;0.500;0;0.31;0;0;0.500;0;8.66
656.93;11.500;0;0.19;0;0;11.500;0;10.19
957.00;0;0;0;0;0;0;0;0
957.00;0;0;0;0;0;0;0;0
1079.60;32.800;0;0;0;0;32.800;0;0
209.70;5.000;0;0;0;0;5.000;0;5.10
155.72;9.100;0;0.06;0;0;9.100;0;9.94
145.86;3.600;0;0.31;0;0;3.600;0;0
212.50;12.500;0;0;0;0;12.500;0;0
80.79;1.000;0;0.31;0;0;1.000;0;5.35
35.87;1.800;0;0.31;0;0;1.800;0;5.35
0;0;0;0;0;0;0;0;114.66
1628.59;95.000;0;0.44;0;0;95.000;0;186.00
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;8.66
0;0;0;0;0;0;0;0;2.55
0;0;0;0;0;0;0;0;0
294.96;0.2;0;0.31;0;0;0.2;0;8.66
286.79;0.600;0;0.31;0;0;0.600;0;12.74
404.69;6.000;0;0.31;0;0;6.000;0;20.89
186.32;10.900;0;0.06;0;0;10.900;0;10.19
86.50;0.5;0;0;0;0;0.500;0;0.87
10.74;0.300;0.010;0.31;0;0;0.300;0;0.51
15.92;0.300;0.150;0.31;0;0;0.300;0;0.51
188.31;3.402;2.433;2.17;0;0;3.402;1.5315;77.25
138.50;0.500;0;0;0;0;0.500;0;0
235.53;8.430;0;0.07;0;0;8.430;0;1.68
256.09;8.268;0.003;0.21;0;0;8.268;0.0007;5.64
1.02;0;0;0.06;0;0;0;0;0.76
35.02;2.000;0;0.06;0;0;2.000;0;9.94
212.96;5.500;0;0.31;0;0;5.500;0;17.84
287.92;6.100;0;0.40;0;0;6.100;0;17.33
2.98;0;0.03;0.11;0;0;0;0;20.38
1249.96;20.910;14.770;0;0;0;20.910;0;208.04
360.05;10.540;0.090;0.43;0;0;10.540;0.0168;9.86
456.60;5.448;3.199;0.37;0;0;5.448;2.1045;6.74
355.16;8.520;0;0.24;0;0;8.520;0;7.54
1326.00;78.000;0;0;0;0;25.700;0;9.43
366.20;2.186;0.190;0.37;0.891;0;2.186;0.0230;1557.66
278.80;9.592;0;0.05;0;0;9.592;0;8.97
284.73;8.800;0.123;0.49;0;0;8.800;0.0231;8.52
247.85;7.824;0;0;0;0;7.824;0;8.97
200.83;3.109;0;0.02;0.007;0;3.109;0;6.68
881.98;2.875;0;0.05;0;0;2.875;0;2.55
350.98;4.500;2.569;4.19;0;0;4.500;1.1419;120.40
77.67;3.403;0.111;0.55;0.796;3.29;0.108;0.0135;516.38
381.53;20.409;0.305;0.76;0.590;2.44;17.970;0.0768;316.23
164.47;7.208;0.234;1.16;1.687;6.98;0.229;0.0285;481.46
387.19;13.644;1.699;4.28;2.143;8.87;4.778;1.0168;558.81
212.85;9.929;0.183;1.38;1.380;9.57;0.354;0.0263;883.29
276.98;13.013;0.361;1.41;2.303;8.12;4.890;0.0363;194.23
211.40;9.248;0.354;1.36;2.241;7.80;1.446;0.0352;403.35
1002.17;43.651;1.427;7.32;11.000;42.26;1.389;0.1726;1236.28
1120.97;52.866;1.275;8.18;4.100;43.34;9.522;0.2590;448.91
620.89;24.277;3.202;4.22;2.062;21.28;2.998;1.0093;758.07
608.18;21.891;3.813;3.95;2.919;20.80;1.089;0.8009;431.91
729.39;34.990;1.650;1.95;3.563;8.82;26.166;0.2492;417.06
1053.79;19.948;16.885;3.81;3.144;19.45;0.503;3.2797;1311.91
278.94;14.497;0.217;0.98;0.983;5.70;8.795;0.0188;243.92
503.45;23.458;0.537;3.04;4.140;15.93;7.529;0.0708;208.45
274.26;8.207;1.679;3.71;0.864;3.08;5.123;1.1027;619.97
144.25;6.088;0.234;1.12;1.627;5.81;0.281;0.0292;484.99
303.12;9.528;1.688;3.88;1.257;4.49;5.041;1.0770;601.66
307.69;9.648;1.796;3.95;0.934;4.67;4.979;1.1073;607.64
338.68;11.101;1.753;4.14;1.523;6.20;4.905;1.0632;584.28
589.58;16.460;5.010;5.84;2.746;14.54;1.920;1.9107;127.20
325.61;14.799;0.504;1.67;2.604;8.32;6.482;0.0755;294.39
812.57;20.332;8.693;7.55;1.832;17.23;3.098;2.8953;834.06
733.57;17.133;6.774;10.46;1.333;15.35;1.778;2.7675;503.05
1046.29;46.971;1.325;7.88;8.108;45.91;1.060;0.1635;1185.98
965.57;46.080;0.979;7.49;2.322;45.33;0.746;0.1267;412.04
358.92;10.141;3.111;3.93;0.223;4.64;5.499;1.4014;434.60
300.33;7.867;2.411;4.38;0.066;1.38;6.488;1.2478;734.90
482.53;14.353;4.260;4.40;0.443;9.22;5.129;1.5499;407.06
1144.07;53.348;1.582;9.26;3.100;50.96;2.389;0.5096;1118.03
1300.18;51.997;6.682;8.73;2.514;50.33;1.668;1.3515;539.64
1377.22;55.226;6.406;9.30;5.352;53.36;1.870;2.8573;1112.01
1518.88;37.665;19.997;7.25;1.852;32.02;5.650;10.0648;449.33
1309.67;47.253;9.867;7.37;1.904;35.51;11.740;6.2942;403.69
1508.74;48.823;14.305;7.86;1.944;33.18;15.646;6.8968;1765.11
2125.79;33.165;38.266;7.86;1.558;32.40;0.766;19.8043;728.10
938.48;39.133;4.033;5.47;2.823;27.33;11.805;1.7214;182.63
932.85;39.144;3.872;5.48;2.823;27.33;11.817;1.6087;183.51
946.98;39.133;4.262;5.47;2.823;27.33;11.805;1.8568;183.51
1273.00;53.143;5.814;7.94;2.250;41.11;12.035;2.6215;289.49
1249.40;52.532;5.502;7.86;2.223;40.62;11.910;2.4198;287.39
1012.66;42.799;4.429;6.02;2.090;31.16;11.637;1.9920;212.36
1107.92;41.488;6.372;8.59;1.802;31.04;10.451;3.2630;282.55
1001.46;28.270;11.492;3.71;2.689;16.29;11.976;5.5266;197.99
932.35;24.028;11.580;4.05;2.013;10.47;13.558;5.9565;185.75
1541.29;45.825;17.772;5.34;1.443;22.03;23.791;8.7700;339.47
1076.91;34.837;10.926;3.50;1.333;13.42;21.422;5.3797;193.67
839.35;26.306;8.929;2.69;1.562;11.00;15.306;4.3928;158.07
1235.89;31.509;14.872;7.87;1.077;14.41;17.103;7.5473;317.19
788.44;20.851;9.365;4.27;1.199;8.45;12.404;4.8539;177.38
1017.04;30.667;6.943;13.38;1.421;29.98;0.689;1.7284;660.12
1801.51;42.232;24.120;9.82;3.003;18.48;23.755;7.3731;182.10
1113.30;33.104;12.783;4.16;0.585;7.44;25.662;7.6604;93.06
1014.59;35.125;9.593;3.43;0.427;6.33;28.792;5.6025;66.22
1407.26;34.677;20.044;4.11;0.565;7.22;27.457;7.8287;282.60
823.84;33.296;4.961;3.91;0.665;7.00;26.297;2.5822;70.23
1157.09;19.629;19.570;4.99;1.659;17.48;2.144;9.9702;1595.06
681.89;11.555;10.735;4.01;1.565;9.93;1.620;5.6311;2201.73
1182.47;15.779;19.908;9.15;2.528;13.33;2.446;10.9437;862.15
780.52;20.756;7.977;7.30;0.805;16.74;4.021;2.2140;540.63
699.47;18.596;7.035;6.42;1.529;15.12;3.477;1.9440;797.20
638.94;21.535;4.093;6.68;0.752;15.64;5.893;1.4138;569.73
512.73;9.433;7.666;3.79;0.214;4.45;4.981;2.2474;591.89
289.30;9.043;1.747;3.92;0.175;3.64;5.399;1.1773;555.08
399.88;7.616;6.764;1.08;0.230;7.41;0.199;1.4862;1181.49
375.33;5.353;7.236;0.86;0.252;5.25;0.104;1.3887;706.97
299.08;7.953;3.604;1.32;0.170;7.18;0.770;2.1910;2212.90
2376.32;2.958;60.713;4.43;0.133;2.63;0.324;12.2136;573.51
520.97;7.887;7.933;5.28;0.178;3.70;4.188;2.2748;539.30
516.58;17.605;3.507;4.18;1.246;2.48;15.126;1.1045;99.42
1051.78;25.172;13.514;6.72;1.008;18.86;6.314;3.1179;171.10
1197.81;22.253;20.823;2.36;0.711;7.11;15.143;13.6760;107.56
283.54;8.647;1.705;3.89;0.587;3.57;5.080;1.1094;621.26
255.11;10.942;0.436;2.29;1.755;10.67;0.270;0.0561;450.99
288.71;13.339;0.435;1.88;1.745;8.50;4.839;0.0477;194.23
1065.28;45.079;2.112;9.78;4.500;39.95;5.133;0.5403;1020.25
1038.94;41.307;4.662;7.79;3.913;37.49;3.820;1.7600;642.47
270.18;8.356;1.628;3.75;0.183;3.31;5.047;1.1066;626.06
338.70;11.876;1.595;4.24;0.395;7.13;4.751;1.0458;586.65
292.22;14.816;0.274;1.31;0.997;6.64;8.179;0.0218;138.31
166.04;7.741;0.199;1.26;0.700;6.64;1.100;0.0191;216.63
330.40;16.982;0.152;1.58;0.954;6.29;10.688;0.0228;6.43
394.69;13.902;1.947;4.48;0.969;7.36;6.547;1.1957;102.12
267.28;8.136;1.628;3.75;0.288;3.08;5.052;1.1066;626.33
151.08;6.954;0.129;1.35;0.644;6.90;0.059;0.0179;484.99
332.45;11.403;1.595;4.24;0.620;6.64;4.762;1.0458;587.23
284.83;8.624;1.691;3.91;0.802;3.61;5.018;1.1022;619.81
87.21;3.650;0.137;0.81;0.802;3.61;0.044;0.0149;514.20
350.79;11.575;1.724;4.45;1.513;6.80;4.773;1.0535;416.48
263.07;7.952;1.633;3.74;0.145;2.86;5.096;1.1170;631.95
352.03;12.457;1.592;4.45;0.392;7.72;4.741;1.0451;583.83
430.83;14.005;2.589;5.36;0.586;11.64;2.368;0.9305;903.91
675.51;20.382;6.827;4.01;1.027;20.21;0.170;1.3080;1445.42
1043.63;45.390;2.956;8.15;3.010;44.41;0.978;0.9049;1182.27
1275.59;57.155;3;9.87;3.069;49.07;8.080;1.0527;408.56
954.56;37.105;4.685;7.28;3.215;32.98;4.121;0.9661;591.80
939.19;36.540;4.577;7.19;3.237;33.21;3.335;1.7468;642.47
1100.17;33.476;11.542;4.58;2.226;18.28;15.200;2.7674;95.00
1409.37;46.630;12.752;7.58;1.917;36.32;10.306;2.6332;359.59
1170.90;56.033;1.187;8.97;2.746;55.13;0.907;0.1541;1118.03
924.48;35.766;4.490;7.19;3.512;34.88;0.889;1.4691;58.17
1024.91;45.438;4.005;5.80;0.537;16.90;28.542;1.0286;388.62
927.52;41.279;1.387;7.32;6.258;40.06;1.215;0.1733;1195.51
1030.71;45.021;1.481;7.70;9.953;43.61;1.411;0.1802;1153.43
919.45;41.025;1.427;8.00;4.146;38.41;2.617;0.1814;630.94
1000.08;43.054;2.061;9.27;4.146;38.41;4.646;0.6250;674.03
1169.43;50.958;1.904;8.18;11.483;48.96;1.997;0.2448;1203.40
1142.35;45.554;4.924;9.04;3.992;44.47;1.087;0.8873;872.28
949.47;44.450;1.154;7.40;3.101;43.60;0.850;0.1590;649.23
1010.98;44.750;1.469;6.86;9.901;37.21;7.545;0.1656;708.29
1052.25;32.002;11.079;4.61;1.536;13.31;18.693;1.1253;55.18
1024.99;31.306;10.265;5.43;1.739;20.38;10.923;1.1112;54.31
1684.13;38.484;25.109;4.47;2.357;22.37;16.116;13.2277;660.02
1343.56;61.791;2.566;7.90;7.288;41.17;20.625;0.3948;767.37
390.69;20.618;0.191;1.65;0.627;20.51;0.109;0.0189;6.02
418.16;19.588;0.324;3.84;0.988;19.44;0.147;0.0541;497.08
416.42;19.588;0.413;3.54;0.988;19.44;0.147;0.0541;497.08
438.45;19.381;0.737;3.99;1.740;19.23;0.147;0.0913;497.08
582.17;29.413;0.561;3.41;2.320;29.28;0.133;0.1152;991.66
455.00;23.446;0.306;2.42;0.505;23.45;0;0.0873;487.58
606.07;28.540;1.168;3.18;2.960;28.00;0.540;0.2268;7.65
449.74;21.176;0.867;2.36;2.196;20.78;0.401;0.1683;488.34
425.21;22.437;0.208;1.80;0.683;22.32;0.119;0.0206;488.34
1856.69;46.307;24.751;6.31;4.860;44.41;1.104;13.0558;470.08
945.92;44.982;1.008;5.29;6.741;30.83;14.151;0.1217;818.15
735.46;22.438;6.143;6.41;1.750;20.42;2.012;2.9424;605.56
104.69;3.624;0.299;0.90;1.495;0.37;3.226;0.0320;680.37
306.68;3.944;4.836;1.10;0.383;3.23;0.714;3.0113;1443.08
1163.39;37.279;8.518;11.69;1.870;34.66;2.621;4.3617;785.87
261.01;7.865;1.672;3.53;0.329;2.75;5.113;1.1231;631.73
194.82;9.156;0.284;1.18;1.081;9.03;0.128;0.0460;470.11
1109.70;48.667;2.227;9.54;4.619;46.08;2.583;0.5719;1227.11
658.70;31.500;0.686;3.96;3.059;30.75;0.745;0.1164;1241.38
285.93;9.124;1.680;3.64;0.502;4.11;5.016;1.1041;617.03
391.52;13.914;1.882;4.36;1.057;8.65;5.266;1.1671;639.90
310.54;15.750;0.347;1.14;1.331;8.09;7.657;0.0450;376.37
740.54;30.837;1.800;6.80;3.102;27.46;3.374;0.6335;1241.38
143.80;6.700;0.208;0.86;0.946;6.60;0.099;0.0336;492.01
332.61;11.453;1.693;3.83;0.946;6.60;4.851;1.0724;592.92
129.92;4.872;0.588;1.11;0.812;4.78;0.097;0.1023;503.34
323.52;9.745;2.111;4.15;0.812;4.78;4.970;1.1675;606.81
240.26;9.013;1.088;2.05;1.502;8.83;0.179;0.1893;465.72
419.32;13.520;2.496;4.86;1.502;8.83;4.686;1.1744;561.42
146.25;5.645;0.570;1.26;0.628;1.03;4.613;0.3020;335.41
329.11;14.173;0.901;1.98;2.073;6.55;7.621;0.1439;125.05
1035.70;46.533;1.959;8.79;2.704;43.77;2.764;0.6354;1198.55
1174.09;40.542;8.411;8.30;4.024;35.75;4.794;3.1243;528.77
1968.32;62.555;21.353;5.14;3.418;22.30;40.260;11.5898;294.54
265.20;11.254;0.837;1.61;1.933;11.11;0.146;0.1152;793.79
228.75;6.659;0.998;3.71;0.560;3.22;3.439;0.4605;167.30
371.06;20.266;0.091;0.74;0.600;6.74;13.524;0.0095;3.78
458.93;25.788;0.082;0.61;0.686;7.00;18.792;0.0108;4.28
348.90;18.781;0.113;1.04;0.790;8.08;10.702;0.0143;6.93
828.24;21.058;11.871;1.63;0.364;11.90;9.163;7.8679;27.48
695.95;21.247;7.412;1.95;2.212;7.05;14.202;4.7904;18.28
183.90;8.468;0.357;1.39;0.394;8.39;0.074;0.0738;509.24
360.98;12.738;1.803;4.25;0.375;7.98;4.753;1.0939;583.83
310.64;9.930;1.755;4.14;0.463;4.79;5.142;1.1401;636.05
257.84;11.543;0.382;2.27;1.108;11.46;0.086;0.0573;499.05
406.73;14.789;1.716;4.79;0.998;10.32;4.469;1.0115;547.55
306.33;8.251;2.960;3.14;0.056;3.20;5.050;1.3638;632.96
329.23;12.896;1.498;2.99;0.139;8.03;4.866;1.0440;595.47
285.73;10.052;1.584;3.15;0;2.43;7.625;1.0963;624.43
726.47;20.210;7.738;5.50;0.175;7.53;12.682;2.0452;161.88
2075.10;47.2;28.1;9.0;10.0;46.46;0.854;2.1110;1481.29
2279.36;51.027;33.232;10;1.2;47.4;3.627;6.1482;1834.56
900.82;35.574;4.275;6.59;3.237;33.21;2.369;1.5357;621.96
400.28;14.615;1.918;4.13;1.012;9.57;5.045;1.1400;357.52
503.45;25.316;0.658;2.62;0.516;25.25;0.063;0.2626;530.09
241.34;9.055;1.093;2.05;1.509;8.88;0.180;0.1902;2.79
176.93;7.409;0.278;1.63;1.628;7.32;0.088;0.0303;3.76
144.91;6.118;0.235;1.12;1.635;5.84;0.282;0.0293;4.00
211.93;8.873;0.507;1.67;1.736;8.68;0.198;0.0782;4.33
379.34;14.669;1.633;3.88;0.126;9.96;4.711;1.0565;103.36
194.20;10.009;0.177;0.97;0.126;9.96;0.050;0.0379;4.41
345.24;12.188;1.600;4.29;0.412;7.44;4.753;1.0466;103.32
388.98;15.196;1.615;3.87;0.314;10.28;4.915;1.0720;357.52
266.19;8.492;1.614;3.44;0.104;3.41;5.081;1.1099;630.98
253.38;7.678;1.649;3.46;0.032;2.53;5.147;1.1318;639.54
49.43;2.544;0.045;0.25;0.032;2.53;0.013;0.0096;530.53
597.55;27.520;1.160;4.50;1.280;27.28;0.240;0.2400;497.62
540.06;24.180;0.800;4.76;2.320;24.00;0.180;0.1200;496.61
515.58;21.160;0.984;5.16;3.960;20.12;1.040;0.1266;495.59
597.50;27.520;1.160;4.50;1.280;27.28;0.240;0.2400;4.59
540.00;24.180;0.800;4.75;2.320;24.00;0.180;0.1200;3.57
515.53;21.160;0.984;5.16;3.960;20.12;1.040;0.1266;2.55
851.70;40.778;0.814;5.95;2.947;36.69;3.713;0.1927;671.27
884.08;28.814;6.212;8.95;1.529;28.00;0.810;1.5231;991.63
561.74;18.142;5.333;2.22;1.170;17.43;0.715;1.0327;612.82
474.42;7.833;8.178;1.85;0.448;5.75;2.081;1.8375;853.41
153.06;5.293;1.139;0.82;0.560;4.83;0.467;0.2199;899.03
296.27;14.440;0.113;1.82;1.069;13.42;1.016;0.0248;3.23
426.90;16.964;1.652;3.65;0.991;15.29;1.677;0.5387;685.33
337.08;11.498;1.834;3.63;0.848;8.73;2.772;0.6725;482.55
775.77;10.644;14.409;2.90;0.810;8.47;2.171;9.4822;556.65
493.21;13.135;5.818;2.48;0.763;11.13;2.004;3.3396;645.16
273.55;12.651;0.740;0.98;1.156;11.61;1.045;0.1657;357.36
621.39;19.255;6.347;2.34;1.242;18.51;0.745;0.4392;615.64
1088.67;44.211;6.632;4.47;1.000;43.61;0.600;2.0685;2.55
328.80;12.253;1.981;2.00;0.886;11.10;1.153;0.4887;530.29
356.17;13.012;2.360;2.06;0.779;11.61;1.407;0.6057;446.39
622.43;18.655;6.583;2.41;1.454;17.67;0.982;4.2034;514.00
743.29;15.212;9.801;6.21;1.125;14.14;1.074;6.2283;525.85
313.83;15.423;0.113;1.87;0.995;14.83;0.597;0.0252;493.12
378.26;6.298;6.254;0.73;2.881;0.23;6.072;1.2010;667.55
165.53;6.694;0.350;1.05;2.179;1.52;5.170;0.1405;575.13
207.67;5.804;2.122;0.89;1.605;1.92;3.879;0.4605;547.84
102.44;2.598;1.122;0.33;1.169;0.09;2.512;0.2144;884.06
80.12;2.991;0.218;0.58;1.162;0.09;2.906;0.1049;881.10
504.89;17.680;3.095;4.09;2.057;10.79;6.894;0.9891;788.28
682.25;17.715;7.358;5.66;1.282;13.43;4.288;1.9071;418.31
348.91;5.232;6.055;1.15;2.042;0.79;4.438;1.1239;607.54
188.91;5.675;1.481;1.28;1.962;1.05;4.623;0.2800;979.07
422.04;18.222;0.674;3.12;4.289;14.85;3.370;0.0693;306.64
188.21;5.702;1.523;1.14;1.407;3.14;2.558;0.8802;504.91
576.18;15.482;5.965;4.17;2.812;8.77;6.712;1.2346;742.57
175.07;8.078;0.137;0.86;1.802;3.19;4.883;0.0269;805.48
147.80;3.421;1.998;0.66;0.577;1.51;1.910;0.5276;1517.57
327.29;10.463;2.690;1.28;2.959;5.92;4.542;0.6388;550.78
257.73;4.868;3.705;0.89;1.710;3.69;1.175;2.2541;1092.68
256.32;7.494;1.954;2.35;1.788;3.49;4.003;0.7139;559.53
468.73;12.176;4.926;0.72;7.967;5.10;7.080;0.8882;548.48
352.21;12.473;1.858;2.76;2.360;8.45;4.027;0.3498;181.88
646.86;16.950;6.478;6.13;1.216;12.73;4.211;1.7825;430.54
193.58;1.976;2.214;2.87;3.430;0.10;1.878;1.0556;32.67
777.17;2.480;19.141;0.40;2.000;0.16;2.320;1.2635;201.30
534.79;24.320;1.292;2.67;3.515;20.90;3.420;0.1776;7.39
352.86;4.577;6.219;1.35;2.360;0;4.577;1.1841;52.57
208.22;3.013;3.546;0.89;1.157;0.23;2.784;0.8045;1195.93
75.62;3.258;0.071;0.59;0.717;2.06;1.203;0.0103;685.68
119.36;4.394;0.188;1.08;2.051;0.01;4.380;0.0239;870.93
412.67;9.936;5.536;1.41;1.812;0.01;9.927;1.0500;1017.59
236.22;2.560;4.011;1.53;1.079;0.82;1.744;2.4255;1180.11
326.74;7.688;3.451;3.13;1.518;4.11;3.582;1.0184;461.76
396.25;4.982;5.845;4.79;1.413;2.09;2.887;2.5063;417.56
356.36;7.634;3.503;4.74;1.612;4.12;3.517;1.0454;461.65
152.15;1.453;2.711;1.00;0.782;0.63;0.825;0.9656;1303.77
334.52;8.946;3.468;2.39;1.289;4.34;4.602;1.0158;544.50
236.99;4.776;2.940;2.52;0.317;1.55;3.226;1.0588;618.03
308.18;6.206;3.975;2.92;0.527;1.56;4.647;1.2887;1379.57
611.79;15.983;6.181;6.01;0.958;12.83;3.155;1.7041;521.09
341.09;11.418;2.183;3.58;0.564;9.80;1.620;0.7180;944.34
362.28;6.707;4.233;4.54;1.547;1.57;5.140;1.3231;1273.79
423.91;4.869;8.185;1.28;1.717;0;4.869;1.5797;61.11
336.64;6.819;4.936;1.30;1.673;0.05;6.766;0.9826;313.84
310.11;4.471;5.034;1.84;2.064;0.05;4.418;0.9926;320.82
240.75;2.870;4.076;1.99;0.766;0.76;2.107;1.4517;1190.69
290.93;7.334;3.058;2.41;1.174;2.28;5.054;0.9047;373.21
199.97;9.483;0.094;1.18;1.590;0;9.483;0.0083;1487.94
337.67;19.117;0.027;0.18;0.400;2.10;17.021;0.0030;2.73
310.02;2.817;6.104;1.61;0.375;2.03;0.790;2.3439;1199.75
406.76;3.533;7.792;2.24;2.303;1.09;2.442;1.4345;1050.53
346.72;3.276;6.676;1.81;0.684;1.85;1.426;3.2941;1206.95
581.94;6.593;10.817;2.77;0.859;3.21;3.385;4.9109;1078.76
231.64;3.823;3.683;1.26;1.008;2.97;0.854;0.6839;1290.82
102.67;2.800;0.420;1.50;1.540;1.20;1.600;0.0439;2005.63
429.35;2.797;9.280;1.63;1.140;0.92;1.874;6.0194;1559.85
351.31;9.280;3.545;2.91;1.056;7.39;1.888;0.8718;903.85
252.80;5.710;3.096;1.90;1.055;5.37;0.341;0.6164;792.64
538.60;17.212;3.564;6.11;1.031;13.50;3.710;1.1974;874.39
251.13;9.138;1.442;1.47;1.635;6.89;2.252;0.2641;493.28
783.02;15.389;11.293;5.51;1.001;11.93;3.457;2.6648;755.49
202.98;1.511;3.771;1.46;0.637;0.75;0.756;2.1764;876.20
626.43;5.879;12.169;3.11;0.658;2.66;3.219;5.7257;533.12
313.65;7.770;3.393;2.58;1.371;4.36;3.409;1.0078;454.51
156.54;3.462;2.134;0.61;0.736;0.51;2.956;0.4556;372.06
356.58;4.490;6.539;1.23;1.638;1.35;3.138;1.2404;513.33
149.79;5.194;0.771;1.49;0.656;3.01;2.187;0.3270;411.00
127.12;4.710;0.535;0.95;1.088;2.85;1.857;0.1641;433.90
286.63;6.192;3.021;3.15;1.547;2.81;3.387;0.9377;609.73
262.59;5.744;3.360;1.44;1.799;1.21;4.536;0.7858;512.92
307.04;3.471;4.009;5.05;1.350;0.59;2.882;1.1744;535.16
325.45;9.861;2.186;3.64;1.303;6.97;2.892;0.9989;390.89
318.64;13.363;1.391;1.74;1.133;12.45;0.910;0.2696;515.18
543.57;14.634;5.442;4.19;2.359;10.65;3.980;1.1246;688.83
153.13;6.562;0.182;0.61;2.415;0.14;6.422;0.0315;45.81
188.16;8.872;0.170;0.59;2.145;0.14;8.732;0.0290;46.19
146.66;6.385;0.170;0.49;2.325;0.17;6.215;0.0300;45.29
157.22;6.550;0.337;0.60;2.565;0.35;6.202;0.0312;46.12
261.06;4.030;1.100;8.22;1.275;0.10;3.930;0.7023;414.05
210.80;10.136;0.200;0.65;2.210;0.52;9.616;0.0338;55.55
128.77;5.080;0.250;0.81;2.175;0.45;4.630;0.0263;37.08
230.97;10.150;0.320;1.18;2.590;0.63;9.520;0.0209;10.81
176.86;8.200;0.240;0.85;1.620;0.49;7.710;0.0186;8.92
248.58;11.225;0.280;1.07;2.665;0.45;10.770;0.0227;9.21
159.29;7.505;0.150;0.59;1.800;0.05;7.455;0.0328;154.05
130.43;4.800;0.300;1.38;1.820;0.36;4.440;0.0377;127.04
142.75;5.500;0.337;0.99;2.250;0.21;5.292;0.0249;10.45
138.39;5.480;0.200;1.10;2.300;0.05;5.430;0.0345;49.69
177.85;7.942;0.200;1.04;1.980;0.30;7.642;0.0275;21.91
173.70;7.822;0.170;0.98;1.830;0;7.822;0.0227;10.52
95.89;3.146;0.175;1.15;1.750;0;3.146;0.0239;11.66
139.43;5.628;0.188;0.84;2.280;0.08;5.548;0.0286;31.39
123.59;4.804;0.170;0.94;2.010;0.02;4.784;0.0231;241.25
214.71;8.072;0.484;2.19;2.488;3.84;4.231;0.0754;10.34
188.33;8.740;0.160;1.14;1.620;0;8.740;0.0182;12.69
137.46;5.108;0.337;1.25;2.110;0.21;4.900;0.0205;13.83
126.91;4.943;0.170;1.15;1.870;0.03;4.913;0.0193;13.01
67.51;2.136;0.200;0.70;1.040;0.04;2.096;0.0269;16.39
106.22;3.990;0.220;0.83;1.520;0.06;3.930;0.0298;7.10
122.28;4.242;0.245;1.29;1.860;0.70;3.543;0.0436;6.14
167.60;7.990;0.220;0.80;1.020;0;7.990;0.0196;4.86
90.32;3.099;0.233;1.08;1.166;0;3.099;0.0204;6.17
71.91;2.381;0.225;0.70;1.013;0.04;2.344;0.0256;5.51
189.44;6.986;0.544;2.08;1.768;3.84;3.145;0.0729;5.42
373.89;8.294;1.455;9.76;1.535;4.79;3.494;0.7611;385.58
241.02;3.246;4.440;0.67;0.903;0.12;3.130;0.2959;167.94
274.09;3.236;5.336;0.63;0.917;0.14;3.096;0.3571;213.36
868.61;6.691;18.666;3.09;1.114;3.68;3.012;2.5634;871.50
104.64;4.705;0.061;0.86;0.638;4.06;0.646;0.0179;654.80
600.32;7.967;11.423;1.72;1.241;3.63;4.335;2.5459;579.30
196.15;5.231;1.952;1.51;0.659;2.40;2.829;1.0570;907.46
141.40;3.087;1.670;0.81;1.286;0.18;2.906;0.1224;534.03
1976.33;1.393;48.509;7.98;2.306;0.70;0.690;5.5994;635.71
185.88;3.987;2.228;0.86;1.949;0.25;3.732;0.3976;543.25
257.39;7.005;2.517;1.61;1.777;4.36;2.645;0.4671;69.15
478.47;12.163;4.879;4.50;1.298;8.31;3.851;1.7557;475.64
414.67;7.559;5.371;4.27;1.278;4.32;3.237;1.9153;388.60
665.37;1.516;15.016;2.18;5.431;0.17;1.346;2.0780;407.57
420.58;1.711;8.871;2.61;1.375;0.04;1.667;2.2166;1440.62
998.49;14.937;16.672;6.47;1.226;12.26;2.673;5.0235;698.51
896.55;12.350;15.224;6.36;1.065;10.86;1.487;5.3688;1082.94
307.16;1.743;5.752;2.75;1.445;0.04;1.700;2.0740;1477.50
419.61;0.382;9.565;2.53;1.791;0.24;0.143;1.8279;69.02
314.59;8.761;2.269;3.47;2.820;5.74;3.010;0.4043;593.89
